date,longitude,latitude,Elevation,Rain,T2M,CLOUD_AMT,RH2M,ALLSKY_SFC_SW_DWN
20020109,89.42,27.43,3436.91,0.0,-2.43,65.16,71.85,14.43
20020110,89.42,27.43,3436.91,0.0,-1.95,48.95,50.45,15.2
20020111,89.42,27.43,3436.91,0.0,-3.05,49.97,55.87,16.01
20020112,89.42,27.43,3436.91,0.0,-1.05,50.7,47.16,15.56
20020113,89.42,27.43,3436.91,0.0,-0.94,44.94,52.16,16.71
20020114,89.42,27.43,3436.91,0.0,-1.66,48.94,71.87,16.1
20020115,89.42,27.43,3436.91,0.0,-1.19,68.93,78.75,13.47
20020116,89.42,27.43,3436.91,1.1,-1.73,86.79,81.52,7.7
20020117,89.42,27.43,3436.91,0.63,-2.11,65.82,82.77,13.55
20020118,89.42,27.43,3436.91,1.2,-2.27,66.08,83.2,9.7
20020119,89.42,27.43,3436.91,0.18,-1.72,63.08,83.23,10.41
20020120,89.42,27.43,3436.91,0.68,-2.35,51.22,67.92,12.03
20020121,89.42,27.43,3436.91,0.13,-1.39,71.46,82.8,11.74
20020122,89.42,27.43,3436.91,0.0,-2.45,55.83,77.6,14.46
20020123,89.42,27.43,3436.91,0.0,-3.09,57.38,78.11,13.66
20020124,89.42,27.43,3436.91,0.0,-3.91,62.33,78.22,14.55
20020125,89.42,27.43,3436.91,0.0,-4.99,63.84,77.1,6.55
20020126,89.42,27.43,3436.91,0.0,-5.73,67.29,78.21,6.13
20020127,89.42,27.43,3436.91,0.24,-5.18,61.47,68.37,8.21
20020128,89.42,27.43,3436.91,1.92,-3.58,62.49,86.69,6.04
20020129,89.42,27.43,3436.91,0.0,-3.04,63.11,82.65,11.13
20020130,89.42,27.43,3436.91,0.02,-3.91,54.8,69.92,13.82
20020131,89.42,27.43,3436.91,0.0,-2.85,70.78,68.27,13.37
20020201,89.42,27.43,3436.91,0.0,-1.15,58.33,65.49,13.64
20020202,89.42,27.43,3436.91,0.0,0.15,50.91,62.31,14.53
20020203,89.42,27.43,3436.91,0.0,-0.87,52.79,50.27,15.48
20020204,89.42,27.43,3436.91,0.0,-0.47,45.28,44.98,15.05
20020205,89.42,27.43,3436.91,0.0,-0.49,53.16,50.4,16.5
20020206,89.42,27.43,3436.91,0.0,-0.92,63.33,56.55,13.08
20020207,89.42,27.43,3436.91,0.0,-0.08,55.02,60.91,18.56
20020208,89.42,27.43,3436.91,0.0,0.69,72.09,80.79,17.98
20020209,89.42,27.43,3436.91,0.0,1.18,45.15,75.1,19.84
20020210,89.42,27.43,3436.91,0.0,0.95,41.68,52.92,20.14
20020211,89.42,27.43,3436.91,0.01,1.94,51.85,45.88,20.12
20020212,89.42,27.43,3436.91,1.67,1.15,84.53,63.76,9.23
20020213,89.42,27.43,3436.91,0.0,0.51,52.49,55.07,19.52
20020214,89.42,27.43,3436.91,0.0,0.9,42.02,51.92,20.1
20020215,89.42,27.43,3436.91,0.0,0.44,59.2,62.3,19.07
20020216,89.42,27.43,3436.91,0.0,0.56,50.71,68.37,20.07
20020217,89.42,27.43,3436.91,0.0,0.49,54.68,70.65,19.93
20020218,89.42,27.43,3436.91,0.0,1.11,61.32,64.77,18.92
20020219,89.42,27.43,3436.91,0.56,-0.36,72.32,69.06,14.84
20020220,89.42,27.43,3436.91,0.33,0.25,54.23,64.81,18.36
20020221,89.42,27.43,3436.91,0.01,-1.11,70.02,76.54,11.89
20020222,89.42,27.43,3436.91,0.0,0.08,68.86,68.38,13.88
20020223,89.42,27.43,3436.91,0.0,0.69,62.42,75.29,15.86
20020224,89.42,27.43,3436.91,0.0,1.0,50.35,64.09,20.42
20020225,89.42,27.43,3436.91,1.04,0.5,69.75,59.63,17.17
20020226,89.42,27.43,3436.91,1.07,-0.63,65.61,76.11,19.43
20020227,89.42,27.43,3436.91,0.21,-1.05,62.63,71.9,18.51
20020228,89.42,27.43,3436.91,0.05,-1.47,58.66,70.13,10.43
20020301,89.42,27.43,3436.91,0.0,-0.26,61.01,68.55,14.71
20020302,89.42,27.43,3436.91,0.0,0.98,66.66,71.79,14.8
20020303,89.42,27.43,3436.91,0.22,0.12,73.24,80.97,11.47
20020304,89.42,27.43,3436.91,0.0,0.46,49.87,70.1,21.82
20020305,89.42,27.43,3436.91,0.0,0.33,59.73,71.5,19.06
20020306,89.42,27.43,3436.91,0.19,-0.17,64.8,62.47,14.54
20020307,89.42,27.43,3436.91,0.05,0.44,52.26,55.19,19.76
20020308,89.42,27.43,3436.91,0.04,-0.06,75.02,69.09,18.25
20020309,89.42,27.43,3436.91,0.0,0.45,67.86,64.65,18.74
20020310,89.42,27.43,3436.91,0.16,2.28,65.81,60.72,19.24
20020311,89.42,27.43,3436.91,0.28,2.44,53.48,70.67,19.76
20020312,89.42,27.43,3436.91,0.0,3.26,58.01,62.04,19.08
20020313,89.42,27.43,3436.91,0.0,3.73,58.02,54.29,18.6
20020314,89.42,27.43,3436.91,1.15,2.53,70.33,58.11,18.13
20020315,89.42,27.43,3436.91,0.13,2.46,76.83,53.48,20.78
20020316,89.42,27.43,3436.91,0.0,1.94,53.83,49.36,23.29
20020317,89.42,27.43,3436.91,0.0,3.29,56.64,44.7,23.41
20020318,89.42,27.43,3436.91,0.0,3.55,72.92,62.06,21.99
20020319,89.42,27.43,3436.91,0.0,4.21,58.24,62.92,24.22
20020320,89.42,27.43,3436.91,0.0,5.09,52.92,56.85,23.34
20020321,89.42,27.43,3436.91,0.01,4.13,71.87,58.36,22.34
20020322,89.42,27.43,3436.91,3.83,3.1,68.26,68.2,21.12
20020323,89.42,27.43,3436.91,1.67,2.85,76.86,73.97,18.88
20020324,89.42,27.43,3436.91,4.28,2.12,75.06,78.55,17.12
20020325,89.42,27.43,3436.91,2.22,2.61,68.8,75.81,17.08
20020326,89.42,27.43,3436.91,5.65,2.48,64.54,66.23,16.1
20020327,89.42,27.43,3436.91,1.58,2.6,63.13,72.79,16.96
20020328,89.42,27.43,3436.91,0.65,3.0,76.96,74.49,13.62
20020329,89.42,27.43,3436.91,0.48,2.44,86.31,71.25,11.58
20020330,89.42,27.43,3436.91,0.23,2.8,88.88,63.65,11.89
20020331,89.42,27.43,3436.91,2.94,3.14,73.59,70.51,12.47
20020401,89.42,27.43,3436.91,0.79,2.7,81.4,83.03,8.3
20020402,89.42,27.43,3436.91,5.08,2.11,78.3,80.77,10.35
20020403,89.42,27.43,3436.91,2.81,1.3,82.2,72.23,15.86
20020404,89.42,27.43,3436.91,0.01,4.12,58.46,58.57,25.08
20020405,89.42,27.43,3436.91,0.0,5.89,46.71,66.23,25.62
20020406,89.42,27.43,3436.91,0.31,5.86,56.08,68.53,20.51
20020407,89.42,27.43,3436.91,0.01,7.07,69.14,70.89,18.51
20020408,89.42,27.43,3436.91,5.54,6.65,88.51,76.45,13.92
20020409,89.42,27.43,3436.91,2.53,4.67,93.22,75.18,10.87
20020410,89.42,27.43,3436.91,1.41,3.52,74.71,70.75,22.49
20020411,89.42,27.43,3436.91,1.84,1.96,74.83,67.48,18.84
20020412,89.42,27.43,3436.91,5.19,2.61,84.01,78.41,21.55
20020413,89.42,27.43,3436.91,0.05,5.23,64.27,73.44,23.75
20020414,89.42,27.43,3436.91,0.34,5.84,59.2,79.08,23.9
20020415,89.42,27.43,3436.91,1.93,7.51,54.36,78.94,17.79
20020416,89.42,27.43,3436.91,0.74,9.02,70.56,82.13,16.07
20020417,89.42,27.43,3436.91,0.18,9.2,74.18,82.77,16.58
20020418,89.42,27.43,3436.91,1.03,7.99,83.97,77.64,16.16
20020419,89.42,27.43,3436.91,0.84,8.0,79.01,66.94,17.78
20020420,89.42,27.43,3436.91,0.2,7.52,81.55,73.13,15.4
20020421,89.42,27.43,3436.91,3.11,7.53,85.42,78.09,16.24
20020422,89.42,27.43,3436.91,3.38,5.69,86.77,88.28,18.97
20020423,89.42,27.43,3436.91,3.66,5.36,73.69,86.11,14.05
20020424,89.42,27.43,3436.91,1.83,5.51,60.23,84.08,8.97
20020425,89.42,27.43,3436.91,1.29,6.69,74.61,88.43,8.95
20020426,89.42,27.43,3436.91,8.91,7.38,76.89,78.44,19.33
20020427,89.42,27.43,3436.91,1.27,4.79,71.92,78.87,20.77
20020428,89.42,27.43,3436.91,4.19,5.64,83.32,81.3,15.37
20020429,89.42,27.43,3436.91,8.3,5.08,84.35,75.7,12.1
20020430,89.42,27.43,3436.91,3.14,3.65,79.84,82.72,16.9
20020501,89.42,27.43,3436.91,0.74,5.54,69.87,78.62,21.48
20020502,89.42,27.43,3436.91,3.19,6.04,82.47,80.75,12.98
20020503,89.42,27.43,3436.91,1.63,5.46,88.27,86.04,11.98
20020504,89.42,27.43,3436.91,1.8,7.84,61.66,74.19,25.79
20020505,89.42,27.43,3436.91,2.6,7.38,72.43,76.77,25.6
20020506,89.42,27.43,3436.91,1.14,7.09,93.14,77.62,14.64
20020507,89.42,27.43,3436.91,1.21,7.98,81.67,79.79,21.36
20020508,89.42,27.43,3436.91,0.82,9.61,55.33,77.93,27.67
20020509,89.42,27.43,3436.91,0.21,10.18,61.45,78.72,22.38
20020510,89.42,27.43,3436.91,0.97,10.05,91.0,76.48,17.54
20020511,89.42,27.43,3436.91,5.46,9.38,86.93,82.9,11.97
20020512,89.42,27.43,3436.91,0.27,11.95,50.03,65.76,28.1
20020513,89.42,27.43,3436.91,0.06,11.95,44.72,70.16,29.24
20020514,89.42,27.43,3436.91,1.07,11.65,77.4,72.73,25.49
20020515,89.42,27.43,3436.91,0.64,11.31,68.59,77.47,21.05
20020516,89.42,27.43,3436.91,0.6,10.68,80.58,81.33,21.52
20020517,89.42,27.43,3436.91,1.03,11.28,86.15,80.01,10.87
20020518,89.42,27.43,3436.91,0.76,11.1,88.89,82.65,6.31
20020519,89.42,27.43,3436.91,0.32,10.1,85.05,85.23,5.91
20020520,89.42,27.43,3436.91,0.62,9.58,74.57,67.57,19.38
20020521,89.42,27.43,3436.91,10.17,7.71,74.51,69.04,19.75
20020522,89.42,27.43,3436.91,3.92,8.73,67.68,67.89,22.56
20020523,89.42,27.43,3436.91,0.97,8.45,79.11,77.15,13.8
20020524,89.42,27.43,3436.91,4.0,8.22,69.95,76.55,26.55
20020525,89.42,27.43,3436.91,3.42,7.73,87.58,79.86,13.48
20020526,89.42,27.43,3436.91,3.09,7.2,88.18,85.07,14.48
20020527,89.42,27.43,3436.91,1.41,7.16,97.22,83.27,8.27
20020528,89.42,27.43,3436.91,3.75,7.01,85.71,80.38,17.26
20020529,89.42,27.43,3436.91,1.19,8.83,80.66,79.79,17.27
20020530,89.42,27.43,3436.91,0.35,9.5,81.61,79.71,20.4
20020531,89.42,27.43,3436.91,0.2,10.16,87.53,77.02,12.59
20020601,89.42,27.43,3436.91,0.16,11.15,66.24,80.68,21.54
20020602,89.42,27.43,3436.91,0.01,11.12,80.79,81.78,16.01
20020603,89.42,27.43,3436.91,1.19,11.16,81.6,81.74,14.7
20020604,89.42,27.43,3436.91,3.41,11.04,79.56,86.92,11.87
20020605,89.42,27.43,3436.91,3.24,11.9,64.12,85.45,12.93
20020606,89.42,27.43,3436.91,4.75,11.63,75.5,84.9,11.35
20020607,89.42,27.43,3436.91,1.1,12.22,72.41,84.68,14.52
20020608,89.42,27.43,3436.91,1.54,11.78,72.77,87.23,13.16
20020609,89.42,27.43,3436.91,0.74,13.09,61.43,79.95,22.44
20020610,89.42,27.43,3436.91,0.49,12.07,82.96,82.85,20.15
20020611,89.42,27.43,3436.91,2.23,11.06,93.16,86.73,11.84
20020612,89.42,27.43,3436.91,7.6,10.93,86.28,87.37,12.68
20020613,89.42,27.43,3436.91,2.02,10.18,72.94,85.12,11.27
20020614,89.42,27.43,3436.91,1.89,11.05,78.57,82.44,14.35
20020615,89.42,27.43,3436.91,3.37,11.49,82.01,80.82,20.37
20020616,89.42,27.43,3436.91,4.01,11.2,69.87,78.78,14.39
20020617,89.42,27.43,3436.91,4.15,12.32,84.49,79.81,15.7
20020618,89.42,27.43,3436.91,7.96,12.85,86.03,83.69,13.67
20020619,89.42,27.43,3436.91,9.27,12.38,79.45,86.88,12.14
20020620,89.42,27.43,3436.91,4.65,12.31,83.77,83.91,15.59
20020621,89.42,27.43,3436.91,0.5,13.14,88.91,80.2,15.65
20020622,89.42,27.43,3436.91,2.55,12.5,75.5,80.18,16.26
20020623,89.42,27.43,3436.91,3.41,11.06,56.27,86.64,9.05
20020624,89.42,27.43,3436.91,5.96,12.98,72.86,83.44,19.85
20020625,89.42,27.43,3436.91,2.77,12.81,80.86,81.17,17.5
20020626,89.42,27.43,3436.91,2.43,12.91,75.25,82.15,16.78
20020627,89.42,27.43,3436.91,4.17,12.81,75.66,88.02,16.25
20020628,89.42,27.43,3436.91,2.17,13.63,88.79,85.73,18.23
20020629,89.42,27.43,3436.91,11.37,13.83,92.92,88.28,13.61
20020630,89.42,27.43,3436.91,20.51,12.28,83.02,92.53,13.84
20020701,89.42,27.43,3436.91,6.42,11.57,82.79,87.59,12.38
20020702,89.42,27.43,3436.91,4.0,13.01,95.09,84.59,12.42
20020703,89.42,27.43,3436.91,6.22,13.55,88.22,85.82,13.51
20020704,89.42,27.43,3436.91,6.54,11.63,82.69,86.69,11.51
20020705,89.42,27.43,3436.91,5.11,12.6,76.34,85.35,10.53
20020706,89.42,27.43,3436.91,2.59,13.43,87.62,86.55,14.89
20020707,89.42,27.43,3436.91,1.76,13.68,86.57,87.23,12.88
20020708,89.42,27.43,3436.91,5.75,13.71,79.11,87.65,11.6
20020709,89.42,27.43,3436.91,8.1,13.45,51.18,88.29,10.45
20020710,89.42,27.43,3436.91,9.19,13.94,85.65,86.35,15.3
20020711,89.42,27.43,3436.91,11.29,13.03,83.4,89.31,11.5
20020712,89.42,27.43,3436.91,2.73,13.36,79.82,85.77,12.36
20020713,89.42,27.43,3436.91,7.63,13.47,71.48,85.83,15.17
20020714,89.42,27.43,3436.91,10.32,13.37,78.59,84.78,16.09
20020715,89.42,27.43,3436.91,3.68,12.88,83.46,82.46,14.45
20020716,89.42,27.43,3436.91,3.28,12.8,77.9,78.92,20.81
20020717,89.42,27.43,3436.91,4.22,12.43,85.88,84.6,16.53
20020718,89.42,27.43,3436.91,14.92,13.08,78.37,86.59,17.57
20020719,89.42,27.43,3436.91,12.34,12.61,91.67,89.96,10.95
20020720,89.42,27.43,3436.91,10.6,10.67,59.8,93.46,9.42
20020721,89.42,27.43,3436.91,9.8,11.71,78.08,93.84,11.22
20020722,89.42,27.43,3436.91,14.2,10.31,71.28,93.11,10.65
20020723,89.42,27.43,3436.91,14.16,11.57,56.59,94.47,10.8
20020724,89.42,27.43,3436.91,7.36,11.7,86.59,92.36,10.53
20020725,89.42,27.43,3436.91,3.72,12.46,76.71,91.81,12.56
20020726,89.42,27.43,3436.91,6.35,11.97,84.96,91.63,8.42
20020727,89.42,27.43,3436.91,11.66,12.02,80.64,92.76,9.75
20020728,89.42,27.43,3436.91,4.57,11.52,91.22,92.09,9.95
20020729,89.42,27.43,3436.91,3.67,12.36,82.69,91.21,11.32
20020730,89.42,27.43,3436.91,6.47,12.18,91.34,89.21,12.15
20020731,89.42,27.43,3436.91,4.0,12.38,91.08,87.84,14.8
20020801,89.42,27.43,3436.91,2.25,12.75,97.64,88.61,13.36
20020802,89.42,27.43,3436.91,10.03,12.16,85.61,92.23,13.26
20020803,89.42,27.43,3436.91,2.12,12.17,92.1,85.84,16.62
20020804,89.42,27.43,3436.91,2.79,12.23,86.31,83.64,18.02
20020805,89.42,27.43,3436.91,11.23,13.06,70.49,81.28,23.22
20020806,89.42,27.43,3436.91,4.3,13.12,77.53,82.9,21.78
20020807,89.42,27.43,3436.91,7.64,12.75,84.86,83.25,21.85
20020808,89.42,27.43,3436.91,1.89,13.71,85.92,84.05,21.13
20020809,89.42,27.43,3436.91,13.55,12.92,97.71,88.11,14.75
20020810,89.42,27.43,3436.91,17.79,12.77,92.97,87.24,11.5
20020811,89.42,27.43,3436.91,11.05,11.96,87.99,93.51,13.49
20020812,89.42,27.43,3436.91,7.8,11.31,86.31,86.09,11.94
20020813,89.42,27.43,3436.91,10.6,10.98,72.98,86.92,12.01
20020814,89.42,27.43,3436.91,2.44,11.11,82.26,85.88,16.83
20020815,89.42,27.43,3436.91,3.07,12.22,71.56,86.07,18.28
20020816,89.42,27.43,3436.91,2.75,12.69,74.22,84.7,19.78
20020817,89.42,27.43,3436.91,2.31,12.5,92.95,85.82,15.27
20020818,89.42,27.43,3436.91,3.69,12.34,91.89,88.64,15.96
20020819,89.42,27.43,3436.91,17.25,10.44,61.91,90.37,9.48
20020820,89.42,27.43,3436.91,24.98,9.73,87.06,89.61,11.63
20020821,89.42,27.43,3436.91,10.24,9.43,88.83,90.42,10.68
20020822,89.42,27.43,3436.91,4.05,9.71,85.78,87.81,14.23
20020823,89.42,27.43,3436.91,10.32,10.34,90.92,86.57,15.17
20020824,89.42,27.43,3436.91,1.68,11.28,81.09,87.46,15.44
20020825,89.42,27.43,3436.91,1.75,11.99,72.37,86.2,16.39
20020826,89.42,27.43,3436.91,8.82,11.92,89.36,88.92,13.21
20020827,89.42,27.43,3436.91,1.37,11.61,81.88,83.8,19.86
20020828,89.42,27.43,3436.91,2.0,11.71,79.43,81.11,18.7
20020829,89.42,27.43,3436.91,1.41,11.42,82.3,79.14,22.38
20020830,89.42,27.43,3436.91,1.06,11.67,72.65,82.03,19.84
20020831,89.42,27.43,3436.91,4.12,11.14,84.45,82.77,15.97
20020901,89.42,27.43,3436.91,0.7,10.88,87.9,83.82,17.55
20020902,89.42,27.43,3436.91,1.23,11.21,65.67,83.99,19.63
20020903,89.42,27.43,3436.91,8.65,11.42,82.24,83.34,12.49
20020904,89.42,27.43,3436.91,4.96,9.94,84.5,87.72,13.94
20020905,89.42,27.43,3436.91,2.98,10.18,92.56,85.25,16.52
20020906,89.42,27.43,3436.91,0.97,10.21,90.01,83.64,15.73
20020907,89.42,27.43,3436.91,2.49,10.43,71.94,82.36,19.42
20020908,89.42,27.43,3436.91,1.59,10.23,89.78,81.96,13.59
20020909,89.42,27.43,3436.91,0.78,9.69,89.16,82.46,14.51
20020910,89.42,27.43,3436.91,4.59,9.43,78.46,85.2,14.66
20020911,89.42,27.43,3436.91,0.54,9.49,74.24,84.78,13.08
20020912,89.42,27.43,3436.91,0.11,9.85,65.3,86.19,14.13
20020913,89.42,27.43,3436.91,0.22,10.79,70.24,84.59,15.58
20020914,89.42,27.43,3436.91,1.69,11.06,90.61,87.1,14.23
20020915,89.42,27.43,3436.91,2.29,11.15,86.71,86.44,13.75
20020916,89.42,27.43,3436.91,0.39,11.14,73.21,84.9,14.17
20020917,89.42,27.43,3436.91,0.52,10.24,77.71,86.1,12.27
20020918,89.42,27.43,3436.91,0.01,9.82,73.94,83.88,13.87
20020919,89.42,27.43,3436.91,2.8,9.06,66.29,78.01,19.22
20020920,89.42,27.43,3436.91,0.47,9.68,72.95,82.66,21.12
20020921,89.42,27.43,3436.91,1.6,9.46,98.84,85.73,8.13
20020922,89.42,27.43,3436.91,1.37,9.43,88.6,88.46,10.09
20020923,89.42,27.43,3436.91,7.3,10.32,87.97,88.06,12.76
20020924,89.42,27.43,3436.91,7.75,8.95,79.62,89.68,9.04
20020925,89.42,27.43,3436.91,13.32,7.64,85.29,92.77,7.22
20020926,89.42,27.43,3436.91,3.4,8.4,89.55,88.87,9.35
20020927,89.42,27.43,3436.91,4.46,9.02,81.24,87.08,12.09
20020928,89.42,27.43,3436.91,4.73,9.5,70.2,89.13,11.42
20020929,89.42,27.43,3436.91,0.74,10.15,78.22,85.15,12.39
20020930,89.42,27.43,3436.91,0.16,10.69,84.94,83.07,18.79
20021001,89.42,27.43,3436.91,0.44,10.94,77.75,85.25,17.43
20021002,89.42,27.43,3436.91,0.79,10.67,63.28,84.6,17.67
20021003,89.42,27.43,3436.91,0.26,10.29,61.86,86.5,17.88
20021004,89.42,27.43,3436.91,0.0,9.81,54.46,84.05,18.09
20021005,89.42,27.43,3436.91,2.7,9.07,73.46,85.47,15.68
20021006,89.42,27.43,3436.91,1.08,8.7,77.43,82.45,16.0
20021007,89.42,27.43,3436.91,1.13,7.8,85.58,83.98,13.57
20021008,89.42,27.43,3436.91,0.65,6.96,83.29,84.0,13.29
20021009,89.42,27.43,3436.91,1.56,6.68,90.64,83.36,11.57
20021010,89.42,27.43,3436.91,0.06,6.83,75.93,83.23,15.15
20021011,89.42,27.43,3436.91,1.27,5.67,53.41,83.04,19.02
20021012,89.42,27.43,3436.91,0.67,6.07,75.23,82.97,14.73
20021013,89.42,27.43,3436.91,0.01,5.72,69.18,81.58,17.86
20021014,89.42,27.43,3436.91,0.03,5.53,78.33,72.86,16.26
20021015,89.42,27.43,3436.91,0.0,5.43,62.71,78.18,17.28
20021016,89.42,27.43,3436.91,0.0,6.86,53.53,79.32,19.72
20021017,89.42,27.43,3436.91,1.73,7.09,77.51,85.99,14.17
20021018,89.42,27.43,3436.91,3.32,6.06,73.65,90.04,10.42
20021019,89.42,27.43,3436.91,0.19,5.41,65.48,82.72,14.72
20021020,89.42,27.43,3436.91,0.0,4.43,56.09,72.06,18.67
20021021,89.42,27.43,3436.91,0.01,5.14,61.72,78.69,16.89
20021022,89.42,27.43,3436.91,0.0,5.41,57.12,80.11,16.62
20021023,89.42,27.43,3436.91,0.0,4.54,60.95,78.34,12.27
20021024,89.42,27.43,3436.91,0.0,4.19,66.7,76.03,14.48
20021025,89.42,27.43,3436.91,0.0,4.45,60.18,77.98,17.59
20021026,89.42,27.43,3436.91,0.0,5.31,62.67,78.62,17.55
20021027,89.42,27.43,3436.91,0.0,4.74,59.83,77.6,18.67
20021028,89.42,27.43,3436.91,0.0,3.09,52.11,67.8,18.95
20021029,89.42,27.43,3436.91,0.0,3.31,69.74,70.62,14.89
20021030,89.42,27.43,3436.91,0.0,3.44,60.84,80.09,17.72
20021031,89.42,27.43,3436.91,0.0,3.72,60.29,80.33,16.48
20021101,89.42,27.43,3436.91,0.0,4.55,66.33,80.47,16.98
20021102,89.42,27.43,3436.91,0.0,4.16,65.3,76.39,17.83
20021103,89.42,27.43,3436.91,0.0,3.51,48.19,73.9,19.21
20021104,89.42,27.43,3436.91,0.01,2.58,54.33,72.81,17.96
20021105,89.42,27.43,3436.91,0.01,2.2,59.5,77.14,17.3
20021106,89.42,27.43,3436.91,0.0,3.32,48.15,78.25,18.12
20021107,89.42,27.43,3436.91,0.0,4.33,49.35,76.92,18.91
20021108,89.42,27.43,3436.91,0.0,3.76,47.66,73.13,19.37
20021109,89.42,27.43,3436.91,0.0,2.82,47.98,65.0,19.65
20021110,89.42,27.43,3436.91,0.0,3.3,49.46,58.65,19.15
20021111,89.42,27.43,3436.91,0.08,4.35,68.14,62.83,16.89
20021112,89.42,27.43,3436.91,2.3,4.35,84.18,72.51,7.09
20021113,89.42,27.43,3436.91,2.26,3.79,67.14,82.48,11.86
20021114,89.42,27.43,3436.91,0.0,2.51,47.97,74.51,15.66
20021115,89.42,27.43,3436.91,0.0,3.16,46.18,56.9,16.37
20021116,89.42,27.43,3436.91,0.0,2.9,50.21,64.87,17.21
20021117,89.42,27.43,3436.91,0.0,2.43,47.61,74.25,17.64
20021118,89.42,27.43,3436.91,0.0,2.4,61.76,82.35,15.09
20021119,89.42,27.43,3436.91,0.03,1.97,67.26,86.23,9.07
20021120,89.42,27.43,3436.91,0.0,1.65,68.85,76.52,9.93
20021121,89.42,27.43,3436.91,0.0,1.34,48.08,61.52,16.78
20021122,89.42,27.43,3436.91,0.0,2.35,45.56,67.02,17.3
20021123,89.42,27.43,3436.91,0.0,3.73,49.33,69.54,15.26
20021124,89.42,27.43,3436.91,0.0,4.29,55.32,77.93,13.88
20021125,89.42,27.43,3436.91,0.0,3.63,72.8,84.78,11.0
20021126,89.42,27.43,3436.91,0.0,2.44,63.24,80.59,12.61
20021127,89.42,27.43,3436.91,0.0,2.97,49.58,74.73,15.41
20021128,89.42,27.43,3436.91,0.0,3.88,45.96,77.04,15.89
20021129,89.42,27.43,3436.91,0.0,4.96,51.38,76.33,15.69
20021130,89.42,27.43,3436.91,0.0,4.58,68.73,78.76,12.55
20021201,89.42,27.43,3436.91,0.0,2.47,54.88,71.31,14.07
20021202,89.42,27.43,3436.91,0.0,1.55,46.0,46.03,15.49
20021203,89.42,27.43,3436.91,0.0,3.15,50.33,48.4,15.63
20021204,89.42,27.43,3436.91,0.0,2.64,44.96,52.31,15.77
20021205,89.42,27.43,3436.91,0.0,1.38,33.94,48.35,15.14
20021206,89.42,27.43,3436.91,0.0,0.65,43.15,48.28,15.16
20021207,89.42,27.43,3436.91,0.0,1.73,41.21,47.27,15.33
20021208,89.42,27.43,3436.91,0.0,0.94,39.16,51.02,14.67
20021209,89.42,27.43,3436.91,0.0,0.03,59.82,61.49,14.09
20021210,89.42,27.43,3436.91,0.0,0.47,51.61,45.39,15.51
20021211,89.42,27.43,3436.91,0.0,0.52,53.11,55.7,15.77
20021212,89.42,27.43,3436.91,0.0,-0.19,48.75,63.89,15.43
20021213,89.42,27.43,3436.91,0.0,1.88,47.11,54.4,16.03
20021214,89.42,27.43,3436.91,0.0,2.05,46.45,52.45,15.99
20021215,89.42,27.43,3436.91,0.0,1.62,51.04,64.33,15.35
20021216,89.42,27.43,3436.91,0.0,0.75,70.28,78.23,12.08
20021217,89.42,27.43,3436.91,0.0,0.19,79.25,78.92,10.88
20021218,89.42,27.43,3436.91,0.0,-1.53,70.18,86.08,7.33
20021219,89.42,27.43,3436.91,0.12,-1.37,55.95,81.28,8.65
20021220,89.42,27.43,3436.91,0.04,-0.91,66.59,74.52,7.98
20021221,89.42,27.43,3436.91,0.0,-1.53,70.55,69.31,10.2
20021222,89.42,27.43,3436.91,0.0,-2.12,49.32,54.12,13.03
20021223,89.42,27.43,3436.91,0.0,-0.92,53.4,62.12,13.18
20021224,89.42,27.43,3436.91,0.0,-2.09,87.16,76.59,11.68
20021225,89.42,27.43,3436.91,0.17,-3.33,72.63,81.54,7.31
20021226,89.42,27.43,3436.91,0.0,-2.19,61.33,72.43,11.88
20021227,89.42,27.43,3436.91,0.0,-2.87,65.29,77.88,6.38
20021228,89.42,27.43,3436.91,0.0,-3.04,60.01,75.47,6.91
20021229,89.42,27.43,3436.91,0.0,-3.55,75.37,76.96,6.59
20021230,89.42,27.43,3436.91,0.0,-2.55,70.34,68.39,8.79
20021231,89.42,27.43,3436.91,0.75,-2.01,69.82,66.26,12.58
20030101,89.42,27.43,3436.91,5.2,-3.84,76.05,86.17,5.43
20030102,89.42,27.43,3436.91,0.0,-1.23,55.88,51.93,13.55
20030103,89.42,27.43,3436.91,0.0,0.88,55.73,50.05,14.18
20030104,89.42,27.43,3436.91,0.0,-1.67,51.69,60.14,15.35
20030105,89.42,27.43,3436.91,0.0,-3.39,48.63,52.2,14.4
20030106,89.42,27.43,3436.91,0.0,-1.51,43.22,48.19,16.13
20030107,89.42,27.43,3436.91,0.0,-0.82,42.72,51.06,15.14
20030108,89.42,27.43,3436.91,0.0,-2.46,40.88,44.82,14.35
20030109,89.42,27.43,3436.91,0.0,-2.42,58.73,44.99,14.08
20030110,89.42,27.43,3436.91,0.0,-1.52,51.48,43.86,15.6
20030111,89.42,27.43,3436.91,0.04,-1.77,47.59,40.12,16.49
20030112,89.42,27.43,3436.91,0.0,-2.16,46.95,45.48,15.9
20030113,89.42,27.43,3436.91,0.0,-2.76,47.51,43.57,16.38
20030114,89.42,27.43,3436.91,0.0,-3.42,46.95,35.78,15.85
20030115,89.42,27.43,3436.91,0.0,-3.31,52.25,41.11,17.16
20030116,89.42,27.43,3436.91,0.0,-0.34,47.78,42.36,17.28
20030117,89.42,27.43,3436.91,0.0,2.35,47.95,41.93,16.99
20030118,89.42,27.43,3436.91,0.0,3.77,43.03,43.67,17.1
